Hard Skill,Category,Subcategory,UAE Count,Standardized Count UAE,US Count,Standardized Count US
Windows Image Acquisition,Information Technology,Microsoft Windows,4,0.00007534,3,0.00007069
Dual-Tone Multi-Frequency Signaling,Information Technology,Telecommunications,4,0.00007534,2,0.00004712
Benzene,Science and Research,"Elements, Compounds, and Materials",4,0.00007534,6,0.00014137
Real-Time Computing,Information Technology,Computer Science,4,0.00007534,20,0.00047124
Dividend Calculations,Finance,Investment Management,4,0.00007534,2,0.00004712
Mvc.net,Information Technology,Microsoft Development Tools,4,0.00007534,5,0.00011781
Data Management Plan,Information Technology,Data Management,4,0.00007534,6,0.00014137
Plate Rolling Machines,Manufacturing and Production,Metal Fabrication,4,0.00007534,1,0.00002356
Zooming,Design,User Interface and User Experience (UI/UX) Design,4,0.00007534,7,0.00016493
Database Encryption,Information Technology,Cybersecurity,4,0.00007534,9,0.00021206
Fire Dynamics,Public Safety and National Security,"Fire Prevention, Safety, and Control",4,0.00007534,8,0.0001885
Respiratory Examination,Health Care,Pulmonology,4,0.00007534,17,0.00040055
Die Casting,Manufacturing and Production,Metal Fabrication,4,0.00007534,54,0.00127235
Switch Virtual Interface,Information Technology,General Networking,4,0.00007534,1,0.00002356
Hepatitis C,Health Care,Hepatology,4,0.00007534,7,0.00016493
Environmental Stress Screening,Engineering,Engineering Practices,4,0.00007534,21,0.0004948
Collaborative Planning Forecasting And Replenishment (CPFR),"Transportation, Supply Chain, and Logistics",Supply Chain Management,4,0.00007534,4,0.00009425
Fault Injection,"Law, Regulation, and Compliance",Quality Assurance and Control,4,0.00007534,38,0.00089535
AWS Key Management Service (KMS),Information Technology,Cybersecurity,4,0.00007534,32,0.00075398
Progressive Enhancement,Information Technology,Web Design and Development,4,0.00007534,4,0.00009425
Knee Replacement,Health Care,Orthopedics,4,0.00007534,24,0.00056549
Chamfer,Manufacturing and Production,Production and Assembly,4,0.00007534,16,0.00037699
Rubber Technology,Engineering,Materials Science and Engineering,4,0.00007534,3,0.00007069
Website Deployment,Information Technology,Web Design and Development,4,0.00007534,2,0.00004712
Git Stash,Information Technology,Version Control,4,0.00007534,28,0.00065973
Spring Cloud Gateway,Information Technology,Cloud Solutions,4,0.00007534,2,0.00004712
Speech Processing,Analysis,Natural Language Processing (NLP),4,0.00007534,33,0.00077754
Inter-Process Communication,Information Technology,Cybersecurity,4,0.00007534,48,0.00113097
Siemens Apogee,Engineering,Automation Engineering,4,0.00007534,1,0.00002356
Plasma Etching,Manufacturing and Production,Manufacturing Processes,4,0.00007534,3,0.00007069
Stochastic Calculus,Analysis,Mathematics and Mathematical Modeling,4,0.00007534,19,0.00044768
Framing Squares,Architecture and Construction,Carpentry,4,0.00007534,6,0.00014137
Graining,"Maintenance, Repair, and Facility Services",General Repairs and Maintenance,4,0.00007534,5,0.00011781
Turbine Blade (Engines),Energy and Utilities,Power Generation,4,0.00007534,10,0.00023562
Protocol Analysis,Science and Research,General Science and Research,4,0.00007534,23,0.00054192
All-Source Intelligence,Public Safety and National Security,Intelligence Collection and Analysis,4,0.00007534,65,0.00153153
Pipeline Transport,Energy and Utilities,Oil and Gas,4,0.00007534,16,0.00037699
Talent Intelligence,Human Resources,Recruitment,4,0.00007534,5,0.00011781
Guided Meditation,"Performing Arts, Sports, and Recreation",Sports and Recreation,4,0.00007534,32,0.00075398
Socioeconomics,"Economics, Policy, and Social Studies",Social Studies,4,0.00007534,25,0.00058905
Forest Management,Environment,Forestry,4,0.00007534,10,0.00023562
Pagination,Media and Communications,Content Development and Management,4,0.00007534,1,0.00002356
CEramic REConstruction (CEREC),Health Care,Oral and Dental Care,4,0.00007534,5,0.00011781
Mental Health Assessments,Health Care,Mental and Behavioral Health Specialties,4,0.00007534,75,0.00176715
MRNAs,Science and Research,Genetics,4,0.00007534,15,0.00035343
Classless Inter-Domain Routing,Information Technology,General Networking,4,0.00007534,8,0.0001885
Vaccinology,Health Care,Immunology,4,0.00007534,2,0.00004712
Snail Mail,Administration,Administrative Support and Clerical Tasks,4,0.00007534,1,0.00002356
ServiceMax,"Transportation, Supply Chain, and Logistics",Supply Chain Management,4,0.00007534,10,0.00023562
Educational Effectiveness,Education and Training,Program Management,4,0.00007534,28,0.00065973
Dynamic Ip,Information Technology,General Networking,4,0.00007534,6,0.00014137
Plant Design Systems,Engineering,Engineering Software,4,0.00007534,2,0.00004712
Symmetrical Components,Engineering,Electrical and Computer Engineering,4,0.00007534,22,0.00051836
High Efficiency Particle Attenuation,"Maintenance, Repair, and Facility Services",HVAC,4,0.00007534,13,0.00030631
Academic Program Management,Education and Training,Program Management,4,0.00007534,3,0.00007069
Image Research,Design,Graphic and Visual Design,4,0.00007534,1,0.00002356
Alchemer (Surveygizmo),Marketing and Public Relations,Market Analysis,4,0.00007534,3,0.00007069
MasterSpec,Engineering,Engineering Software,4,0.00007534,5,0.00011781
Easement,"Law, Regulation, and Compliance",Property Law,4,0.00007534,51,0.00120166
Muscle Re-Education,Health Care,Physical Therapy,4,0.00007534,3,0.00007069
HyperLynx,Engineering,Electrical and Computer Engineering,4,0.00007534,49,0.00115454
OpenLink Endur (Software),Business,Risk Management,4,0.00007534,7,0.00016493
Sanitary Engineering,Environment,Environmental Engineering and Restoration,4,0.00007534,3,0.00007069
Settlement Negotiation,"Law, Regulation, and Compliance",Litigation and Civil Justice,4,0.00007534,13,0.00030631
Pneumatic Valve Springs,Manufacturing and Production,Machinery,4,0.00007534,6,0.00014137
Human Communication,Health Care,Speech Language Pathology,4,0.00007534,2,0.00004712
Google Storage,Information Technology,Cloud Solutions,4,0.00007534,29,0.0006833
Municipal Law,"Law, Regulation, and Compliance",Regulation and Legal Compliance,4,0.00007534,19,0.00044768
Planned Giving,Marketing and Public Relations,Fundraising and Crowdsourcing,4,0.00007534,45,0.00106029
Text Classification,Analysis,Natural Language Processing (NLP),4,0.00007534,44,0.00103673
Transport Phenomena,Science and Research,Physics,4,0.00007534,6,0.00014137
FreeSWITCH,Information Technology,Telecommunications,4,0.00007534,4,0.00009425
Laser Ablation,Engineering,Optical Engineering,4,0.00007534,4,0.00009425
Maritime Security,"Transportation, Supply Chain, and Logistics",Transportation Security,4,0.00007534,8,0.0001885
Search Analysis,Marketing and Public Relations,Web Analytics and SEO,4,0.00007534,1,0.00002356
FFmpeg,Media and Communications,Media Production,4,0.00007534,48,0.00113097
Psychiatric And Mental Health Nursing,Health Care,Mental and Behavioral Health Specialties,4,0.00007534,833,0.0196271
Splunk Enterprise Security,Information Technology,Cybersecurity,4,0.00007534,55,0.00129591
Apex Data Loader,Information Technology,Enterprise Information Management,4,0.00007534,19,0.00044768
ActionScript,Information Technology,Scripting Languages,4,0.00007534,5,0.00011781
Hyland OnBase,Information Technology,Content Management Systems,4,0.00007534,5,0.00011781
Protein Structures,Science and Research,"Molecular, Cellular, and Microbiology",4,0.00007534,5,0.00011781
Distributed Revision Control,Information Technology,Version Control,4,0.00007534,16,0.00037699
IEEE 802.1AE,Information Technology,Network Security,4,0.00007534,17,0.00040055
Endotoxin Testing,Science and Research,"Molecular, Cellular, and Microbiology",4,0.00007534,4,0.00009425
Product Line Extension,Manufacturing and Production,Product Development,4,0.00007534,14,0.00032987
Inversion Of Control,Information Technology,Software Development,4,0.00007534,10,0.00023562
Java Business Process Management,Information Technology,Java,4,0.00007534,21,0.0004948
Distributed Antenna Systems,Information Technology,Telecommunications,4,0.00007534,19,0.00044768
Alamofire,Information Technology,iOS Development,4,0.00007534,3,0.00007069
Mathematical Statistics,Analysis,Statistics,4,0.00007534,55,0.00129591
Common Object Request Broker Architecture,Information Technology,Middleware,4,0.00007534,12,0.00028274
Report Designer,Analysis,Business Intelligence Software,4,0.00007534,10,0.00023562
Dynamic Authentication Filter,Information Technology,Network Security,4,0.00007534,9,0.00021206
NetBIOS,Information Technology,Application Programming Interface (API),4,0.00007534,6,0.00014137
IBM ILOG CPLEX Optimization Studio (CPLEX),Analysis,Mathematical Software,4,0.00007534,20,0.00047124
Tunneling Protocol,Information Technology,Network Protocols,4,0.00007534,15,0.00035343
Electric Current,Engineering,Circuitry,4,0.00007534,6,0.00014137
Operational Acceptance Testing,Information Technology,Software Quality Assurance,4,0.00007534,6,0.00014137
Stochastic Process,Analysis,Mathematics and Mathematical Modeling,4,0.00007534,45,0.00106029
Spinal Injections,Health Care,Anesthesiology,4,0.00007534,2,0.00004712
Virtual Machine Manager,Information Technology,Virtualization and Virtual Machines,4,0.00007534,3,0.00007069
Filament Winding,Manufacturing and Production,Manufacturing Processes,4,0.00007534,2,0.00004712
Image And Video Compression,Media and Communications,Photo/Video Production and Technology,4,0.00007534,10,0.00023562
Stock Farming,"Agriculture, Horticulture, and Landscaping",Livestock Farming,4,0.00007534,2,0.00004712
Adult Cardiopulmonary Resuscitation (CPR),Health Care,First Aid,4,0.00007534,14,0.00032987
Developmental Assessment,Education and Training,Childhood Education and Development,4,0.00007534,51,0.00120166
Drip Irrigation,"Agriculture, Horticulture, and Landscaping",Agriculture and Crop Farming,4,0.00007534,2,0.00004712
Scholarship Of Teaching And Learning (SoTL),Education and Training,Education Administration,4,0.00007534,4,0.00009425
Thermodynamic Systems,Engineering,Mechanical Engineering,4,0.00007534,3,0.00007069
Encephalopathy,Health Care,Neurology,4,0.00007534,1,0.00002356
Keypad,Information Technology,Basic Technical Knowledge,4,0.00007534,30,0.00070686
Email Archiving,Information Technology,Data Storage,4,0.00007534,7,0.00016493
Software Factory,Information Technology,Software Development,4,0.00007534,63,0.0014844
Consumer Debt,Finance,General Lending,4,0.00007534,1,0.00002356
Allen-Bradley Controls,Engineering,Electrical and Computer Engineering,4,0.00007534,8,0.0001885
ASC 740 (Accounting For Income Taxes),Finance,Tax,4,0.00007534,120,0.00282743
Amazon Textract,Information Technology,Artificial Intelligence and Machine Learning (AI/ML),4,0.00007534,6,0.00014137
Defensive Tactics,"Law, Regulation, and Compliance",Law Enforcement and Criminal Justice,4,0.00007534,11,0.00025918
DC Distribution Systems,Engineering,Electrical and Computer Engineering,4,0.00007534,17,0.00040055
Set Dresser,"Performing Arts, Sports, and Recreation",Theatre and Performance Art,4,0.00007534,4,0.00009425
Character Rigging,Design,Animation and Game Design,4,0.00007534,19,0.00044768
Terahertz Radiation,Engineering,Electrical and Computer Engineering,4,0.00007534,38,0.00089535
Musical Composition,"Performing Arts, Sports, and Recreation",Music,4,0.00007534,8,0.0001885
Animal Reproduction,"Agriculture, Horticulture, and Landscaping",Livestock Farming,4,0.00007534,3,0.00007069
Motorsport,"Performing Arts, Sports, and Recreation",Sports and Recreation,4,0.00007534,17,0.00040055
Ocean Currents,Science and Research,Earth and Space Science,4,0.00007534,1,0.00002356
User Guide,Information Technology,Technical Support and Services,4,0.00007534,13,0.00030631
Next Unit Of Computing (NUC),Information Technology,Computer Hardware,4,0.00007534,11,0.00025918
Standard Operating Environments,Information Technology,Operating Systems,4,0.00007534,1,0.00002356
Electrical Conduit,Architecture and Construction,Electrical Construction,4,0.00007534,26,0.00061261
Cloudant,Information Technology,Databases,4,0.00007534,5,0.00011781
Retail Mortgage,Finance,Mortgage Lending,4,0.00007534,3,0.00007069
Software Requirements Analysis,Information Technology,Software Development,4,0.00007534,16,0.00037699
Report Generators,Information Technology,Software Development Tools,4,0.00007534,1,0.00002356
Embedded Video,Information Technology,Web Content,4,0.00007534,1,0.00002356
Muscles,Health Care,General Medicine,4,0.00007534,1,0.00002356
Vehicle Remarketing,Sales,Specialized Sales,4,0.00007534,2,0.00004712
Clinical Trial Protocols,Science and Research,Clinical Trials,4,0.00007534,43,0.00101316
Microphone Techniques,Media and Communications,Audio Production and Technology,4,0.00007534,1,0.00002356
Cross-Examination,"Law, Regulation, and Compliance",Legal Proceedings,3,0.00005651,8,0.0001885
Recreational Vehicles,"Maintenance, Repair, and Facility Services",Vehicle Repair and Maintenance,3,0.00005651,247,0.0058198
Apache Felix,Information Technology,Software Development Tools,3,0.00005651,19,0.00044768
Pyunit,Information Technology,Software Quality Assurance,3,0.00005651,7,0.00016493
Metering Devices,"Maintenance, Repair, and Facility Services",HVAC,3,0.00005651,13,0.00030631
Military Studies,Public Safety and National Security,Military Operations,3,0.00005651,8,0.0001885
Criminal Justice Reform,"Law, Regulation, and Compliance",Law Enforcement and Criminal Justice,3,0.00005651,8,0.0001885
TIBCO EMS,Information Technology,Middleware,3,0.00005651,20,0.00047124
Medisoft,Health Care,Medical Billing and Coding,3,0.00005651,2,0.00004712
Location APIs,Information Technology,Application Programming Interface (API),3,0.00005651,2,0.00004712
Numerical Computing,Analysis,Mathematics and Mathematical Modeling,3,0.00005651,19,0.00044768
Scouting,Public Safety and National Security,Safety and Security,3,0.00005651,7,0.00016493
Http Headers,Information Technology,Software Development,3,0.00005651,7,0.00016493
Email Migration,Information Technology,IT Management,3,0.00005651,13,0.00030631
Model-Based Design,Analysis,Mathematics and Mathematical Modeling,3,0.00005651,83,0.00195564
